,age,annualincome,calldroprate,callfailurerate,callingnum,customerid,customersuspended,education,gender,homeowner,maritalstatus,monthlybilledamount,noadditionallines,numberofcomplaints,numberofmonthunpaid,numdayscontractequipmentplanexpiring,occupation,penaltytoswitch,state,totalminsusedinlastmonth,unpaidbalance,usesinternetservice,usesvoiceservice,percentagecalloutsidenetwork,totalcallduration,avgcallduration,churn,year,month
10890,47,148323,0.04,0.02,4251028165,5068,Yes,Master or equivalent,Female,Yes,Married,98,\N,3,1,94,Others,491,UT,283,126,No,Yes,0.4,696,696,0,2015,3
10891,77,9223,0.03,0.03,4251015298,5069,Yes,Master or equivalent,Male,Yes,Married,36,\N,0,6,12,Technology Related Job,163,VA,480,141,No,No,0.86,4487,641,0,2015,1
10892,77,9223,0.03,0.03,4251015298,5069,Yes,Master or equivalent,Male,Yes,Married,36,\N,0,6,12,Technology Related Job,163,VA,480,141,No,No,0.86,4918,819,0,2015,2
10893,25,7252,0.05,0.0,4251088225,5070,Yes,High School or below,Male,Yes,Single,43,\N,2,4,52,Others,23,IL,483,1,No,No,0.07,3416,683,0,2015,1
10894,25,7252,0.05,0.0,4251088225,5070,Yes,High School or below,Male,Yes,Single,43,\N,2,4,52,Others,23,IL,483,1,No,No,0.07,6405,711,0,2015,2
10895,55,118152,0.03,0.01,4251056741,5071,Yes,High School or below,Female,Yes,Married,101,\N,0,2,71,Technology Related Job,195,IA,180,16,No,No,0.53,4553,569,0,2015,1
10896,55,118152,0.03,0.01,4251056741,5071,Yes,High School or below,Female,Yes,Married,101,\N,0,2,71,Technology Related Job,195,IA,180,16,No,No,0.53,4498,642,0,2015,2
10897,71,116181,0.05,0.02,4251076641,5072,Yes,High School or below,Male,Yes,Single,109,\N,2,7,11,Others,56,NY,183,126,No,No,0.74,4244,606,0,2015,1
10898,71,116181,0.05,0.02,4251076641,5072,Yes,High School or below,Male,Yes,Single,109,\N,2,7,11,Others,56,NY,183,126,No,No,0.74,2926,975,0,2015,2
10899,34,227082,0.03,0.03,4251079546,5073,Yes,High School or below,Female,Yes,Single,47,\N,3,5,30,Technology Related Job,228,NC,380,141,No,No,0.19,5016,836,0,2015,1
10900,34,227082,0.03,0.03,4251079546,5073,Yes,High School or below,Female,Yes,Single,47,\N,3,5,30,Technology Related Job,228,NC,380,141,No,No,0.19,1734,289,0,2015,2
10901,34,227082,0.03,0.03,4251079546,5073,Yes,High School or below,Female,Yes,Single,47,\N,3,5,30,Technology Related Job,228,NC,380,141,No,No,0.19,516,516,0,2015,3
10902,49,225111,0.05,0.0,4251091955,5074,Yes,Bachelor or equivalent,Female,No,Married,54,\N,2,2,70,Others,88,WY,384,1,No,No,0.41,8755,1094,0,2015,1
10903,49,225111,0.05,0.0,4251091955,5074,Yes,Bachelor or equivalent,Female,No,Married,54,\N,2,2,70,Others,88,WY,384,1,No,No,0.41,1407,703,0,2015,2
10904,12,86011,0.03,0.01,4251015644,5075,Yes,Bachelor or equivalent,Male,Yes,Married,112,\N,3,0,89,Technology Related Job,261,AK,80,16,No,No,0.86,7069,785,0,2015,1
10905,12,86011,0.03,0.01,4251015644,5075,Yes,Bachelor or equivalent,Male,Yes,Married,112,\N,3,0,89,Technology Related Job,261,AK,80,16,No,No,0.86,8489,1061,0,2015,2
10906,28,84040,0.05,0.02,4251041398,5076,Yes,Master or equivalent,Male,Yes,Married,0,\N,2,5,29,Others,121,ME,84,126,No,No,0.07,156,156,0,2015,1
10907,28,84040,0.05,0.02,4251041398,5076,Yes,Master or equivalent,Male,Yes,Married,0,\N,2,5,29,Others,121,ME,84,126,No,No,0.07,2096,524,0,2015,2
10908,58,194941,0.04,0.03,4251030019,5077,Yes,Master or equivalent,Female,Yes,Married,57,\N,3,3,48,Technology Related Job,293,MA,281,141,No,No,0.53,4870,1217,0,2015,1
10909,58,194941,0.04,0.03,4251030019,5077,Yes,Master or equivalent,Female,Yes,Married,57,\N,3,3,48,Technology Related Job,293,MA,281,141,No,No,0.53,4623,770,0,2015,2
10910,74,192970,0.06,0.0,4251042377,5078,Yes,High School or below,Male,Yes,Single,65,\N,1,0,88,Others,153,PA,284,1,No,No,0.74,5513,787,0,2015,1
10911,74,192970,0.06,0.0,4251042377,5078,Yes,High School or below,Male,Yes,Single,65,\N,1,0,88,Others,153,PA,284,1,No,No,0.74,1740,435,0,2015,2
10912,36,53870,0.04,0.01,4251088900,5079,Yes,High School or below,Female,No,Single,3,\N,2,6,7,Technology Related Job,326,SC,481,16,No,No,0.2,1496,498,0,2015,1
10913,36,53870,0.04,0.01,4251088900,5079,Yes,High School or below,Female,No,Single,3,\N,2,6,7,Technology Related Job,326,SC,481,16,No,No,0.2,3545,709,0,2015,2
10914,52,51899,0.06,0.02,4251089081,5080,Yes,High School or below,Female,No,Married,10,\N,1,3,47,Others,186,CO,484,126,No,No,0.41,3229,807,0,2015,1
10915,52,51899,0.06,0.02,4251089081,5080,Yes,High School or below,Female,No,Married,10,\N,1,3,47,Others,186,CO,484,126,No,No,0.41,4586,1146,0,2015,2
10916,15,162799,0.04,0.03,4251098912,5081,Yes,High School or below,Male,Yes,Single,68,\N,2,1,66,Technology Related Job,358,DE,181,141,No,Yes,0.86,2361,472,0,2015,1
10917,15,162799,0.04,0.03,4251098912,5081,Yes,High School or below,Male,Yes,Single,68,\N,2,1,66,Technology Related Job,358,DE,181,141,No,Yes,0.86,4813,601,0,2015,2
10918,30,160828,0.06,0.0,4251075316,5082,Yes,Bachelor or equivalent,Female,Yes,Married,76,\N,1,6,6,Others,218,MO,185,1,No,No,0.07,5302,757,0,2015,1
10919,30,160828,0.06,0.0,4251075316,5082,Yes,Bachelor or equivalent,Female,Yes,Married,76,\N,1,6,6,Others,218,MO,185,1,No,No,0.07,8111,737,0,2015,2
10920,61,21729,0.04,0.01,4251086428,5083,Yes,Bachelor or equivalent,Female,Yes,Married,14,\N,2,4,25,Technology Related Job,391,NE,382,16,No,No,0.53,3592,898,0,2015,1
10921,61,21729,0.04,0.01,4251086428,5083,Yes,Bachelor or equivalent,Female,Yes,Married,14,\N,2,4,25,Technology Related Job,391,NE,382,16,No,No,0.53,2672,668,0,2015,2
10922,61,21729,0.04,0.01,4251086428,5083,Yes,Bachelor or equivalent,Female,Yes,Married,14,\N,2,4,25,Technology Related Job,391,NE,382,16,No,No,0.53,187,187,0,2015,3
10923,77,19758,0.07,0.02,4251019582,5084,Yes,Bachelor or equivalent,Male,Yes,Single,21,\N,0,1,65,Others,251,UT,385,126,No,No,0.74,3299,471,0,2015,1
10924,77,19758,0.07,0.02,4251019582,5084,Yes,Bachelor or equivalent,Male,Yes,Single,21,\N,0,1,65,Others,251,UT,385,126,No,No,0.74,2685,671,0,2015,2
10925,77,19758,0.07,0.02,4251019582,5084,Yes,Bachelor or equivalent,Male,Yes,Single,21,\N,0,1,65,Others,251,UT,385,126,No,No,0.74,325,325,0,2015,3
10926,39,130658,0.05,0.03,4251009043,5085,Yes,Master or equivalent,Female,No,Single,79,\N,2,7,83,Technology Related Job,423,VA,82,141,No,No,0.2,1359,1359,0,2015,1
10927,39,130658,0.05,0.03,4251009043,5085,Yes,Master or equivalent,Female,No,Single,79,\N,2,7,83,Technology Related Job,423,VA,82,141,No,No,0.2,8208,684,0,2015,2
10928,39,130658,0.05,0.03,4251009043,5085,Yes,Master or equivalent,Female,No,Single,79,\N,2,7,83,Technology Related Job,423,VA,82,141,No,No,0.2,846,846,0,2015,3
10929,55,128687,0.07,0.0,4251080110,5086,Yes,High School or below,Female,Yes,Single,87,\N,0,4,24,Others,284,ID,85,1,No,No,0.41,2990,996,0,2015,1
10930,55,128687,0.07,0.0,4251080110,5086,Yes,High School or below,Female,Yes,Single,87,\N,0,4,24,Others,284,ID,85,1,No,No,0.41,1214,404,0,2015,2
10931,55,128687,0.07,0.0,4251080110,5086,Yes,High School or below,Female,Yes,Single,87,\N,0,4,24,Others,284,ID,85,1,No,No,0.41,1415,1415,0,2015,3
10932,17,239587,0.05,0.01,4251028997,5087,No,High School or below,Male,Yes,Single,24,\N,1,2,42,Technology Related Job,456,IN,282,16,No,No,0.86,4807,686,0,2015,1
10933,17,239587,0.05,0.01,4251028997,5087,No,High School or below,Male,Yes,Single,24,\N,1,2,42,Technology Related Job,456,IN,282,16,No,No,0.86,1541,385,0,2015,2
10934,33,237616,0.07,0.02,4251047090,5088,Yes,High School or below,Female,Yes,Married,32,\N,0,0,83,Others,316,NM,286,126,No,No,0.08,6299,787,0,2015,1
10935,33,237616,0.07,0.02,4251047090,5088,Yes,High School or below,Female,Yes,Married,32,\N,0,0,83,Others,316,NM,286,126,No,No,0.08,1707,569,0,2015,2
10936,64,98517,0.05,0.03,4251014078,5089,Yes,High School or below,Male,Yes,Married,90,\N,1,5,1,Technology Related Job,488,NC,483,141,No,No,0.53,3060,1020,0,2015,1
10937,64,98517,0.05,0.03,4251014078,5089,Yes,High School or below,Male,Yes,Married,90,\N,1,5,1,Technology Related Job,488,NC,483,141,No,No,0.53,4255,851,0,2015,2
10938,12,96546,0.07,0.0,4251043907,5090,Yes,High School or below,Male,Yes,Single,97,\N,0,3,42,Others,349,WY,486,1,No,Yes,0.74,1665,416,0,2015,1
10939,12,96546,0.07,0.0,4251043907,5090,Yes,High School or below,Male,Yes,Single,97,\N,0,3,42,Others,349,WY,486,1,No,Yes,0.74,4354,870,0,2015,2
10940,42,207446,0.05,0.01,4251097618,5091,Yes,Bachelor or equivalent,Female,Yes,Single,35,\N,1,0,60,Technology Related Job,21,AK,183,16,No,No,0.2,1689,563,0,2015,1
10941,42,207446,0.05,0.01,4251097618,5091,Yes,Bachelor or equivalent,Female,Yes,Single,35,\N,1,0,60,Technology Related Job,21,AK,183,16,No,No,0.2,4651,581,0,2015,2
10942,58,205475,0.0,0.02,4251089363,5092,Yes,Bachelor or equivalent,Female,Yes,Single,43,\N,3,6,1,Others,381,LA,186,126,No,No,0.41,3046,761,0,2015,1
10943,58,205475,0.0,0.02,4251089363,5092,Yes,Bachelor or equivalent,Female,Yes,Single,43,\N,3,6,1,Others,381,LA,186,126,No,No,0.41,5562,794,0,2015,2
10944,20,66376,0.06,0.03,4251058653,5093,Yes,Bachelor or equivalent,Male,No,Single,101,\N,1,3,19,Technology Related Job,54,MD,383,141,No,No,0.87,1002,1002,0,2015,1
10945,20,66376,0.06,0.03,4251058653,5093,Yes,Bachelor or equivalent,Male,No,Single,101,\N,1,3,19,Technology Related Job,54,MD,383,141,No,No,0.87,5617,561,0,2015,2
10946,20,66376,0.06,0.03,4251058653,5093,Yes,Bachelor or equivalent,Male,No,Single,101,\N,1,3,19,Technology Related Job,54,MD,383,141,No,No,0.87,801,801,0,2015,3
10947,36,64404,0.0,0.0,4251079726,5094,Yes,PhD or equivalent,Female,No,Married,108,\N,3,1,60,Technology Related Job,414,OR,387,1,No,No,0.08,4032,806,1,2015,1
10948,36,64404,0.0,0.0,4251079726,5094,Yes,PhD or equivalent,Female,No,Married,108,\N,3,1,60,Technology Related Job,414,OR,387,1,No,No,0.08,1653,826,1,2015,2
10949,36,64404,0.0,0.0,4251079726,5094,Yes,PhD or equivalent,Female,No,Married,108,\N,3,1,60,Technology Related Job,414,OR,387,1,No,No,0.08,697,697,1,2015,3
10950,66,175305,0.06,0.01,4251014815,5095,Yes,High School or below,Male,Yes,Married,46,\N,0,6,78,Technology Related Job,86,RI,84,16,No,No,0.53,4400,1100,0,2015,1
10951,66,175305,0.06,0.01,4251014815,5095,Yes,High School or below,Male,Yes,Married,46,\N,0,6,78,Technology Related Job,86,RI,84,16,No,No,0.53,1990,995,0,2015,2
10952,14,173334,0.0,0.02,4251043331,5096,Yes,High School or below,Male,Yes,Married,53,\N,3,4,19,Technology Related Job,446,CO,87,126,No,No,0.74,941,313,0,2015,1
10953,14,173334,0.0,0.02,4251043331,5096,Yes,High School or below,Male,Yes,Married,53,\N,3,4,19,Technology Related Job,446,CO,87,126,No,No,0.74,4204,700,0,2015,2
10954,45,34234,0.06,0.03,4251092869,5097,Yes,High School or below,Female,Yes,Married,111,\N,0,1,37,Technology Related Job,119,DE,284,141,No,No,0.2,8262,751,0,2015,1
10955,45,34234,0.06,0.03,4251092869,5097,Yes,High School or below,Female,Yes,Married,111,\N,0,1,37,Technology Related Job,119,DE,284,141,No,No,0.2,2520,840,0,2015,2
10956,61,32263,0.0,0.0,4251083662,5098,Yes,High School or below,Female,Yes,Single,119,\N,3,7,77,Technology Related Job,479,MS,287,1,No,No,0.41,5837,583,0,2015,1
10957,61,32263,0.0,0.0,4251083662,5098,Yes,High School or below,Female,Yes,Single,119,\N,3,7,77,Technology Related Job,479,MS,287,1,No,No,0.41,1114,557,0,2015,2
10958,23,143164,0.07,0.01,4251066160,5099,Yes,High School or below,Male,No,Single,57,\N,0,5,96,Technology Related Job,151,MT,484,16,No,No,0.87,2246,748,0,2015,1
10959,23,143164,0.07,0.01,4251066160,5099,Yes,High School or below,Male,No,Single,57,\N,0,5,96,Technology Related Job,151,MT,484,16,No,No,0.87,1522,761,0,2015,2
10960,39,141193,0.01,0.02,4251075151,5100,Yes,Bachelor or equivalent,Female,Yes,Married,64,\N,2,2,36,Technology Related Job,11,TX,487,126,No,No,0.08,3767,941,0,2015,1
10961,39,141193,0.01,0.02,4251075151,5100,Yes,Bachelor or equivalent,Female,Yes,Married,64,\N,2,2,36,Technology Related Job,11,TX,487,126,No,No,0.08,6533,653,0,2015,2
10962,69,2093,0.07,0.03,4251041985,5101,Yes,Bachelor or equivalent,Male,Yes,Married,2,\N,3,0,55,Technology Related Job,184,VT,184,141,No,No,0.53,5428,775,0,2015,1
10963,69,2093,0.07,0.03,4251041985,5101,Yes,Bachelor or equivalent,Male,Yes,Married,2,\N,3,0,55,Technology Related Job,184,VT,184,141,No,No,0.53,2311,577,0,2015,2
10964,17,122,0.01,0.0,4251058141,5102,Yes,Master or equivalent,Male,Yes,Married,10,\N,2,5,95,Technology Related Job,44,ID,188,1,No,No,0.74,1323,661,0,2015,1
10965,17,122,0.01,0.0,4251058141,5102,Yes,Master or equivalent,Male,Yes,Married,10,\N,2,5,95,Technology Related Job,44,ID,188,1,No,No,0.74,3717,531,0,2015,2
10966,48,111022,0.07,0.01,4251067538,5103,Yes,PhD or equivalent,Female,Yes,Married,68,\N,3,3,14,Technology Related Job,216,IN,385,16,No,Yes,0.2,4366,623,0,2015,1
10967,48,111022,0.07,0.01,4251067538,5103,Yes,PhD or equivalent,Female,Yes,Married,68,\N,3,3,14,Technology Related Job,216,IN,385,16,No,Yes,0.2,3984,996,0,2015,2
10968,63,109051,0.01,0.02,4251037428,5104,Yes,High School or below,Female,Yes,Single,75,\N,2,0,54,Technology Related Job,77,NJ,388,126,Yes,No,0.41,4568,761,0,2015,1
10969,63,109051,0.01,0.02,4251037428,5104,Yes,High School or below,Female,Yes,Single,75,\N,2,0,54,Technology Related Job,77,NJ,388,126,Yes,No,0.41,2953,738,0,2015,2
10970,26,219952,0.07,0.03,4251022414,5105,Yes,High School or below,Male,Yes,Single,13,\N,3,6,73,Technology Related Job,249,NY,85,141,No,No,0.87,2931,586,0,2015,1
10971,26,219952,0.07,0.03,4251022414,5105,Yes,High School or below,Male,Yes,Single,13,\N,3,6,73,Technology Related Job,249,NY,85,141,No,No,0.87,3158,631,0,2015,2
10972,42,217981,0.01,0.0,4251015861,5106,Yes,High School or below,Female,Yes,Married,20,\N,1,3,13,Technology Related Job,109,WI,88,1,No,No,0.08,3282,656,0,2015,1
10973,42,217981,0.01,0.0,4251015861,5106,Yes,High School or below,Female,Yes,Married,20,\N,1,3,13,Technology Related Job,109,WI,88,1,No,No,0.08,3644,911,0,2015,2
10974,72,78881,0.0,0.01,4251085873,5107,Yes,High School or below,Male,Yes,Single,78,\N,3,1,32,Technology Related Job,281,AL,285,16,No,No,0.54,3225,806,0,2015,1
10975,72,78881,0.0,0.01,4251085873,5107,Yes,High School or below,Male,Yes,Single,78,\N,3,1,32,Technology Related Job,281,AL,285,16,No,No,0.54,3218,536,0,2015,2
10976,20,76910,0.02,0.02,4251068488,5108,Yes,Bachelor or equivalent,Male,No,Married,86,\N,1,6,72,Technology Related Job,142,LA,289,126,No,No,0.75,1666,555,0,2015,1
10977,20,76910,0.02,0.02,4251068488,5108,Yes,Bachelor or equivalent,Male,No,Married,86,\N,1,6,72,Technology Related Job,142,LA,289,126,No,No,0.75,4589,764,0,2015,2
10978,50,187810,0.0,0.03,4251097299,5109,Yes,Bachelor or equivalent,Female,Yes,Married,24,\N,2,4,91,Technology Related Job,314,MD,486,141,No,No,0.2,2432,810,0,2015,1
10979,50,187810,0.0,0.03,4251097299,5109,Yes,Bachelor or equivalent,Female,Yes,Married,24,\N,2,4,91,Technology Related Job,314,MD,486,141,No,No,0.2,2466,616,0,2015,2
10980,66,185839,0.02,0.0,4251009084,5110,Yes,Master or equivalent,Female,Yes,Single,31,\N,1,1,31,Technology Related Job,174,OK,489,1,No,No,0.41,3429,857,0,2015,1
10981,66,185839,0.02,0.0,4251009084,5110,Yes,Master or equivalent,Female,Yes,Single,31,\N,1,1,31,Technology Related Job,174,OK,489,1,No,No,0.41,746,746,0,2015,2
10982,29,46740,0.0,0.01,4251074495,5111,Yes,Master or equivalent,Male,Yes,Single,89,\N,2,7,50,Technology Related Job,347,PA,186,15,No,No,0.87,4026,1006,0,2015,1
10983,29,46740,0.0,0.01,4251074495,5111,Yes,Master or equivalent,Male,Yes,Single,89,\N,2,7,50,Technology Related Job,347,PA,186,15,No,No,0.87,3242,648,0,2015,2
10984,44,44769,0.02,0.02,4251088085,5112,Yes,High School or below,Female,Yes,Single,97,\N,1,4,90,Technology Related Job,207,CA,189,125,No,Yes,0.08,3140,785,0,2015,1
10985,44,44769,0.02,0.02,4251088085,5112,Yes,High School or below,Female,Yes,Single,97,\N,1,4,90,Technology Related Job,207,CA,189,125,No,Yes,0.08,3479,579,0,2015,2
10986,44,44769,0.02,0.02,4251088085,5112,Yes,High School or below,Female,Yes,Single,97,\N,1,4,90,Technology Related Job,207,CA,189,125,No,Yes,0.08,404,404,0,2015,3
10987,75,155669,0.0,0.03,4251060602,5113,Yes,High School or below,Male,No,Single,34,\N,2,2,8,Technology Related Job,379,CT,386,140,No,No,0.54,4350,621,0,2015,1
10988,75,155669,0.0,0.03,4251060602,5113,Yes,High School or below,Male,No,Single,34,\N,2,2,8,Technology Related Job,379,CT,386,140,No,No,0.54,1911,955,0,2015,2
10989,23,153698,0.02,0.0,4251042600,5114,Yes,High School or below,Male,Yes,Married,42,\N,0,7,49,Technology Related Job,239,MS,390,0,No,No,0.75,3827,765,0,2015,1
10990,23,153698,0.02,0.0,4251042600,5114,Yes,High School or below,Male,Yes,Married,42,\N,0,7,49,Technology Related Job,239,MS,390,0,No,No,0.75,5410,772,0,2015,2
10991,23,153698,0.02,0.0,4251042600,5114,Yes,High School or below,Male,Yes,Married,42,\N,0,7,49,Technology Related Job,239,MS,390,0,No,No,0.75,1133,566,0,2015,3
10992,53,14599,0.01,0.01,4251026574,5115,Yes,High School or below,Female,Yes,Married,100,\N,2,5,67,Non-technology Related Job,412,MT,87,15,No,No,0.2,3309,661,0,2015,1
10993,53,14599,0.01,0.01,4251026574,5115,Yes,High School or below,Female,Yes,Married,100,\N,2,5,67,Non-technology Related Job,412,MT,87,15,No,No,0.2,4414,735,0,2015,2
10994,53,14599,0.01,0.01,4251026574,5115,Yes,High School or below,Female,Yes,Married,100,\N,2,5,67,Non-technology Related Job,412,MT,87,15,No,No,0.2,221,221,0,2015,3
10995,69,12628,0.03,0.02,4251020112,5116,Yes,Bachelor or equivalent,Male,Yes,Single,107,\N,0,3,8,Technology Related Job,272,TX,90,125,No,No,0.41,4155,692,0,2015,1
10996,69,12628,0.03,0.02,4251020112,5116,Yes,Bachelor or equivalent,Male,Yes,Single,107,\N,0,3,8,Technology Related Job,272,TX,90,125,No,No,0.41,4406,629,0,2015,2
10997,31,123528,0.01,0.03,4251060938,5117,Yes,Bachelor or equivalent,Female,Yes,Married,45,\N,1,0,26,Non-technology Related Job,444,UT,287,140,No,No,0.87,3128,625,0,2015,1
10998,31,123528,0.01,0.03,4251060938,5117,Yes,Bachelor or equivalent,Female,Yes,Married,45,\N,1,0,26,Non-technology Related Job,444,UT,287,140,No,No,0.87,75,75,0,2015,2
10999,47,121557,0.03,0.0,4251070864,5118,Yes,Master or equivalent,Female,Yes,Single,53,\N,0,6,67,Technology Related Job,304,HI,290,0,No,No,0.08,7395,739,0,2015,1
11000,47,121557,0.03,0.0,4251070864,5118,Yes,Master or equivalent,Female,Yes,Single,53,\N,0,6,67,Technology Related Job,304,HI,290,0,No,No,0.08,1598,799,0,2015,2
11001,78,232457,0.01,0.0,4251025639,5119,Yes,Master or equivalent,Male,Yes,Single,111,\N,1,3,85,Non-technology Related Job,477,IL,487,15,No,No,0.54,4045,1011,0,2015,1
11002,78,232457,0.01,0.0,4251025639,5119,Yes,Master or equivalent,Male,Yes,Single,111,\N,1,3,85,Non-technology Related Job,477,IL,487,15,No,No,0.54,3650,912,0,2015,2
11003,25,230486,0.03,0.02,4251068307,5120,Yes,High School or below,Male,Yes,Married,118,\N,3,1,26,Technology Related Job,337,NJ,491,125,No,No,0.75,1333,333,0,2015,1
11004,25,230486,0.03,0.02,4251068307,5120,Yes,High School or below,Male,Yes,Married,118,\N,3,1,26,Technology Related Job,337,NJ,491,125,No,No,0.75,3630,726,0,2015,2
11005,56,91387,0.01,0.02,4251055661,5121,Yes,High School or below,Female,Yes,Married,56,\N,1,6,44,Non-technology Related Job,9,NY,187,140,Yes,No,0.2,1164,582,0,2015,1
11006,56,91387,0.01,0.02,4251055661,5121,Yes,High School or below,Female,Yes,Married,56,\N,1,6,44,Non-technology Related Job,9,NY,187,140,Yes,No,0.2,2293,458,0,2015,2
11007,72,89416,0.03,0.0,4251047776,5122,Yes,High School or below,Male,No,Married,63,\N,3,4,85,Technology Related Job,370,WI,191,0,No,No,0.42,2714,452,0,2015,1
11008,72,89416,0.03,0.0,4251047776,5122,Yes,High School or below,Male,No,Married,63,\N,3,4,85,Technology Related Job,370,WI,191,0,No,No,0.42,2053,513,0,2015,2
11009,34,200316,0.02,0.0,4251013592,5123,Yes,High School or below,Female,Yes,Married,1,\N,0,1,3,Non-technology Related Job,42,WY,388,15,No,No,0.87,3017,754,0,2015,1
11010,34,200316,0.02,0.0,4251013592,5123,Yes,High School or below,Female,Yes,Married,1,\N,0,1,3,Non-technology Related Job,42,WY,388,15,No,No,0.87,3368,673,0,2015,2
11011,50,198345,0.04,0.02,4251023830,5124,Yes,Bachelor or equivalent,Female,Yes,Single,9,\N,3,7,44,Technology Related Job,402,KY,391,125,No,No,0.08,8243,824,0,2015,1
11012,50,198345,0.04,0.02,4251023830,5124,Yes,Bachelor or equivalent,Female,Yes,Single,9,\N,3,7,44,Technology Related Job,402,KY,391,125,No,No,0.08,3351,837,0,2015,2
11013,12,59245,0.02,0.02,4251020980,5125,Yes,Bachelor or equivalent,Male,Yes,Single,67,\N,0,4,62,Non-technology Related Job,75,ME,88,140,No,Yes,0.54,1648,549,0,2015,1
11014,12,59245,0.02,0.02,4251020980,5125,Yes,Bachelor or equivalent,Male,Yes,Single,67,\N,0,4,62,Non-technology Related Job,75,ME,88,140,No,Yes,0.54,7353,919,0,2015,2
11015,28,57274,0.04,0.0,4251065486,5126,Yes,Bachelor or equivalent,Male,Yes,Married,74,\N,3,2,3,Technology Related Job,435,OK,91,0,No,No,0.75,3863,643,0,2015,1
11016,28,57274,0.04,0.0,4251065486,5126,Yes,Bachelor or equivalent,Male,Yes,Married,74,\N,3,2,3,Technology Related Job,435,OK,91,0,No,No,0.75,3701,740,0,2015,2
11017,59,168175,0.02,0.0,4251035371,5127,Yes,Master or equivalent,Female,No,Single,12,\N,0,0,21,Non-technology Related Job,107,PA,288,15,No,No,0.21,2393,478,0,2015,1
11018,59,168175,0.02,0.0,4251035371,5127,Yes,Master or equivalent,Female,No,Single,12,\N,0,0,21,Non-technology Related Job,107,PA,288,15,No,No,0.21,3439,573,0,2015,2
11019,75,166204,0.04,0.02,4251087733,5128,Yes,PhD or equivalent,Male,Yes,Married,20,\N,2,5,61,Technology Related Job,467,CA,292,125,No,No,0.42,1829,457,0,2015,1
11020,75,166204,0.04,0.02,4251087733,5128,Yes,PhD or equivalent,Male,Yes,Married,20,\N,2,5,61,Technology Related Job,467,CA,292,125,No,No,0.42,3448,862,0,2015,2
11021,37,27104,0.02,0.02,4251100202,5129,Yes,High School or below,Female,Yes,Married,78,\N,0,3,80,Non-technology Related Job,140,CO,489,140,No,No,0.87,5570,795,0,2015,1
11022,37,27104,0.02,0.02,4251100202,5129,Yes,High School or below,Female,Yes,Married,78,\N,0,3,80,Non-technology Related Job,140,CO,489,140,No,No,0.87,2282,760,0,2015,2
11023,53,25133,0.04,0.0,4251098714,5130,Yes,High School or below,Female,Yes,Single,85,\N,2,0,20,Technology Related Job,0,MN,492,0,No,No,0.08,1592,398,0,2015,1
11024,15,136033,0.03,0.0,4251042763,5131,Yes,High School or below,Male,Yes,Single,23,\N,3,6,39,Non-technology Related Job,172,MO,189,15,No,No,0.54,3661,915,0,2015,1
11025,15,136033,0.03,0.0,4251042763,5131,Yes,High School or below,Male,Yes,Single,23,\N,3,6,39,Non-technology Related Job,172,MO,189,15,No,No,0.54,2167,541,0,2015,2
11026,31,134062,0.05,0.02,4251095720,5132,Yes,High School or below,Male,Yes,Single,30,\N,2,3,79,Technology Related Job,32,TN,192,125,No,Yes,0.75,4487,747,0,2015,1
11027,31,134062,0.05,0.02,4251095720,5132,Yes,High School or below,Male,Yes,Single,30,\N,2,3,79,Technology Related Job,32,TN,192,125,No,Yes,0.75,1142,380,0,2015,2
11028,61,244963,0.03,0.02,4251056517,5133,No,Bachelor or equivalent,Female,Yes,Single,88,\N,3,1,98,Non-technology Related Job,205,UT,389,140,No,No,0.21,4571,653,0,2015,1
11029,61,244963,0.03,0.02,4251056517,5133,No,Bachelor or equivalent,Female,Yes,Single,88,\N,3,1,98,Non-technology Related Job,205,UT,389,140,No,No,0.21,1939,387,0,2015,2
11030,77,242992,0.05,0.0,4251010805,5134,Yes,Bachelor or equivalent,Male,Yes,Married,96,\N,2,6,38,Technology Related Job,65,HI,393,0,No,No,0.42,2730,910,0,2015,1
11031,77,242992,0.05,0.0,4251010805,5134,Yes,Bachelor or equivalent,Male,Yes,Married,96,\N,2,6,38,Technology Related Job,65,HI,393,0,No,No,0.42,2603,650,0,2015,2
11032,77,242992,0.05,0.0,4251010805,5134,Yes,Bachelor or equivalent,Male,Yes,Married,96,\N,2,6,38,Technology Related Job,65,HI,393,0,No,No,0.42,952,952,0,2015,3
11033,40,103892,0.03,0.0,4251043023,5135,Yes,Bachelor or equivalent,Female,Yes,Married,34,\N,3,4,57,Non-technology Related Job,237,ID,90,15,No,No,0.87,2765,691,0,2015,1
11034,40,103892,0.03,0.0,4251043023,5135,Yes,Bachelor or equivalent,Female,Yes,Married,34,\N,3,4,57,Non-technology Related Job,237,ID,90,15,No,No,0.87,5667,708,0,2015,2
11035,40,103892,0.03,0.0,4251043023,5135,Yes,Bachelor or equivalent,Female,Yes,Married,34,\N,3,4,57,Non-technology Related Job,237,ID,90,15,No,No,0.87,721,721,0,2015,3
11036,56,101921,0.05,0.02,4251039184,5136,Yes,Master or equivalent,Female,No,Single,41,\N,1,1,97,Technology Related Job,97,NH,93,125,No,No,0.09,4445,889,0,2015,1
11037,56,101921,0.05,0.02,4251039184,5136,Yes,Master or equivalent,Female,No,Single,41,\N,1,1,97,Technology Related Job,97,NH,93,125,No,No,0.09,1598,532,0,2015,2
