,Unnamed: 0,age,annualincome,calldroprate,callfailurerate,callingnum,customerid,customersuspended,education,gender,homeowner,maritalstatus,monthlybilledamount,numberofcomplaints,numberofmonthunpaid,numdayscontractequipmentplanexpiring,occupation,penaltytoswitch,state,totalminsusedinlastmonth,unpaidbalance,usesinternetservice,usesvoiceservice,percentagecalloutsidenetwork,totalcallduration,avgcallduration
10939,10939,12,96546,0.07,0.0,4251043907,5090,Yes,High School or below,Male,Yes,Single,97,0,3,42,Others,349,WY,486,1,No,Yes,0.74,4354,870
10940,10940,42,207446,0.05,0.01,4251097618,5091,Yes,Bachelor or equivalent,Female,Yes,Single,35,1,0,60,Technology Related Job,21,AK,183,16,No,No,0.2,1689,563
10941,10941,42,207446,0.05,0.01,4251097618,5091,Yes,Bachelor or equivalent,Female,Yes,Single,35,1,0,60,Technology Related Job,21,AK,183,16,No,No,0.2,4651,581
10942,10942,58,205475,0.0,0.02,4251089363,5092,Yes,Bachelor or equivalent,Female,Yes,Single,43,3,6,1,Others,381,LA,186,126,No,No,0.41,3046,761
10943,10943,58,205475,0.0,0.02,4251089363,5092,Yes,Bachelor or equivalent,Female,Yes,Single,43,3,6,1,Others,381,LA,186,126,No,No,0.41,5562,794
10944,10944,20,66376,0.06,0.03,4251058653,5093,Yes,Bachelor or equivalent,Male,No,Single,101,1,3,19,Technology Related Job,54,MD,383,141,No,No,0.87,1002,1002
10945,10945,20,66376,0.06,0.03,4251058653,5093,Yes,Bachelor or equivalent,Male,No,Single,101,1,3,19,Technology Related Job,54,MD,383,141,No,No,0.87,5617,561
10946,10946,20,66376,0.06,0.03,4251058653,5093,Yes,Bachelor or equivalent,Male,No,Single,101,1,3,19,Technology Related Job,54,MD,383,141,No,No,0.87,801,801
10947,10947,36,64404,0.0,0.0,4251079726,5094,Yes,PhD or equivalent,Female,No,Married,108,3,1,60,Technology Related Job,414,OR,387,1,No,No,0.08,4032,806
10948,10948,36,64404,0.0,0.0,4251079726,5094,Yes,PhD or equivalent,Female,No,Married,108,3,1,60,Technology Related Job,414,OR,387,1,No,No,0.08,1653,826
10949,10949,36,64404,0.0,0.0,4251079726,5094,Yes,PhD or equivalent,Female,No,Married,108,3,1,60,Technology Related Job,414,OR,387,1,No,No,0.08,697,697
10950,10950,66,175305,0.06,0.01,4251014815,5095,Yes,High School or below,Male,Yes,Married,46,0,6,78,Technology Related Job,86,RI,84,16,No,No,0.53,4400,1100
10951,10951,66,175305,0.06,0.01,4251014815,5095,Yes,High School or below,Male,Yes,Married,46,0,6,78,Technology Related Job,86,RI,84,16,No,No,0.53,1990,995
10952,10952,14,173334,0.0,0.02,4251043331,5096,Yes,High School or below,Male,Yes,Married,53,3,4,19,Technology Related Job,446,CO,87,126,No,No,0.74,941,313
10953,10953,14,173334,0.0,0.02,4251043331,5096,Yes,High School or below,Male,Yes,Married,53,3,4,19,Technology Related Job,446,CO,87,126,No,No,0.74,4204,700
10954,10954,45,34234,0.06,0.03,4251092869,5097,Yes,High School or below,Female,Yes,Married,111,0,1,37,Technology Related Job,119,DE,284,141,No,No,0.2,8262,751
10955,10955,45,34234,0.06,0.03,4251092869,5097,Yes,High School or below,Female,Yes,Married,111,0,1,37,Technology Related Job,119,DE,284,141,No,No,0.2,2520,840
10956,10956,61,32263,0.0,0.0,4251083662,5098,Yes,High School or below,Female,Yes,Single,119,3,7,77,Technology Related Job,479,MS,287,1,No,No,0.41,5837,583
10957,10957,61,32263,0.0,0.0,4251083662,5098,Yes,High School or below,Female,Yes,Single,119,3,7,77,Technology Related Job,479,MS,287,1,No,No,0.41,1114,557
10958,10958,23,143164,0.07,0.01,4251066160,5099,Yes,High School or below,Male,No,Single,57,0,5,96,Technology Related Job,151,MT,484,16,No,No,0.87,2246,748
10959,10959,23,143164,0.07,0.01,4251066160,5099,Yes,High School or below,Male,No,Single,57,0,5,96,Technology Related Job,151,MT,484,16,No,No,0.87,1522,761
10960,10960,39,141193,0.01,0.02,4251075151,5100,Yes,Bachelor or equivalent,Female,Yes,Married,64,2,2,36,Technology Related Job,11,TX,487,126,No,No,0.08,3767,941
10961,10961,39,141193,0.01,0.02,4251075151,5100,Yes,Bachelor or equivalent,Female,Yes,Married,64,2,2,36,Technology Related Job,11,TX,487,126,No,No,0.08,6533,653
10962,10962,69,2093,0.07,0.03,4251041985,5101,Yes,Bachelor or equivalent,Male,Yes,Married,2,3,0,55,Technology Related Job,184,VT,184,141,No,No,0.53,5428,775
10963,10963,69,2093,0.07,0.03,4251041985,5101,Yes,Bachelor or equivalent,Male,Yes,Married,2,3,0,55,Technology Related Job,184,VT,184,141,No,No,0.53,2311,577
10964,10964,17,122,0.01,0.0,4251058141,5102,Yes,Master or equivalent,Male,Yes,Married,10,2,5,95,Technology Related Job,44,ID,188,1,No,No,0.74,1323,661
10965,10965,17,122,0.01,0.0,4251058141,5102,Yes,Master or equivalent,Male,Yes,Married,10,2,5,95,Technology Related Job,44,ID,188,1,No,No,0.74,3717,531
10966,10966,48,111022,0.07,0.01,4251067538,5103,Yes,PhD or equivalent,Female,Yes,Married,68,3,3,14,Technology Related Job,216,IN,385,16,No,Yes,0.2,4366,623
10967,10967,48,111022,0.07,0.01,4251067538,5103,Yes,PhD or equivalent,Female,Yes,Married,68,3,3,14,Technology Related Job,216,IN,385,16,No,Yes,0.2,3984,996
10968,10968,63,109051,0.01,0.02,4251037428,5104,Yes,High School or below,Female,Yes,Single,75,2,0,54,Technology Related Job,77,NJ,388,126,Yes,No,0.41,4568,761
10969,10969,63,109051,0.01,0.02,4251037428,5104,Yes,High School or below,Female,Yes,Single,75,2,0,54,Technology Related Job,77,NJ,388,126,Yes,No,0.41,2953,738
10970,10970,26,219952,0.07,0.03,4251022414,5105,Yes,High School or below,Male,Yes,Single,13,3,6,73,Technology Related Job,249,NY,85,141,No,No,0.87,2931,586
10971,10971,26,219952,0.07,0.03,4251022414,5105,Yes,High School or below,Male,Yes,Single,13,3,6,73,Technology Related Job,249,NY,85,141,No,No,0.87,3158,631
10972,10972,42,217981,0.01,0.0,4251015861,5106,Yes,High School or below,Female,Yes,Married,20,1,3,13,Technology Related Job,109,WI,88,1,No,No,0.08,3282,656
10973,10973,42,217981,0.01,0.0,4251015861,5106,Yes,High School or below,Female,Yes,Married,20,1,3,13,Technology Related Job,109,WI,88,1,No,No,0.08,3644,911
10974,10974,72,78881,0.0,0.01,4251085873,5107,Yes,High School or below,Male,Yes,Single,78,3,1,32,Technology Related Job,281,AL,285,16,No,No,0.54,3225,806
10975,10975,72,78881,0.0,0.01,4251085873,5107,Yes,High School or below,Male,Yes,Single,78,3,1,32,Technology Related Job,281,AL,285,16,No,No,0.54,3218,536
10976,10976,20,76910,0.02,0.02,4251068488,5108,Yes,Bachelor or equivalent,Male,No,Married,86,1,6,72,Technology Related Job,142,LA,289,126,No,No,0.75,1666,555
10977,10977,20,76910,0.02,0.02,4251068488,5108,Yes,Bachelor or equivalent,Male,No,Married,86,1,6,72,Technology Related Job,142,LA,289,126,No,No,0.75,4589,764
10978,10978,50,187810,0.0,0.03,4251097299,5109,Yes,Bachelor or equivalent,Female,Yes,Married,24,2,4,91,Technology Related Job,314,MD,486,141,No,No,0.2,2432,810
10979,10979,50,187810,0.0,0.03,4251097299,5109,Yes,Bachelor or equivalent,Female,Yes,Married,24,2,4,91,Technology Related Job,314,MD,486,141,No,No,0.2,2466,616
10980,10980,66,185839,0.02,0.0,4251009084,5110,Yes,Master or equivalent,Female,Yes,Single,31,1,1,31,Technology Related Job,174,OK,489,1,No,No,0.41,3429,857
10981,10981,66,185839,0.02,0.0,4251009084,5110,Yes,Master or equivalent,Female,Yes,Single,31,1,1,31,Technology Related Job,174,OK,489,1,No,No,0.41,746,746
10982,10982,29,46740,0.0,0.01,4251074495,5111,Yes,Master or equivalent,Male,Yes,Single,89,2,7,50,Technology Related Job,347,PA,186,15,No,No,0.87,4026,1006
10983,10983,29,46740,0.0,0.01,4251074495,5111,Yes,Master or equivalent,Male,Yes,Single,89,2,7,50,Technology Related Job,347,PA,186,15,No,No,0.87,3242,648
10984,10984,44,44769,0.02,0.02,4251088085,5112,Yes,High School or below,Female,Yes,Single,97,1,4,90,Technology Related Job,207,CA,189,125,No,Yes,0.08,3140,785
10985,10985,44,44769,0.02,0.02,4251088085,5112,Yes,High School or below,Female,Yes,Single,97,1,4,90,Technology Related Job,207,CA,189,125,No,Yes,0.08,3479,579
10986,10986,44,44769,0.02,0.02,4251088085,5112,Yes,High School or below,Female,Yes,Single,97,1,4,90,Technology Related Job,207,CA,189,125,No,Yes,0.08,404,404
10987,10987,75,155669,0.0,0.03,4251060602,5113,Yes,High School or below,Male,No,Single,34,2,2,8,Technology Related Job,379,CT,386,140,No,No,0.54,4350,621
10988,10988,75,155669,0.0,0.03,4251060602,5113,Yes,High School or below,Male,No,Single,34,2,2,8,Technology Related Job,379,CT,386,140,No,No,0.54,1911,955
10989,10989,23,153698,0.02,0.0,4251042600,5114,Yes,High School or below,Male,Yes,Married,42,0,7,49,Technology Related Job,239,MS,390,0,No,No,0.75,3827,765
10990,10990,23,153698,0.02,0.0,4251042600,5114,Yes,High School or below,Male,Yes,Married,42,0,7,49,Technology Related Job,239,MS,390,0,No,No,0.75,5410,772
10991,10991,23,153698,0.02,0.0,4251042600,5114,Yes,High School or below,Male,Yes,Married,42,0,7,49,Technology Related Job,239,MS,390,0,No,No,0.75,1133,566
10992,10992,53,14599,0.01,0.01,4251026574,5115,Yes,High School or below,Female,Yes,Married,100,2,5,67,Non-technology Related Job,412,MT,87,15,No,No,0.2,3309,661
10993,10993,53,14599,0.01,0.01,4251026574,5115,Yes,High School or below,Female,Yes,Married,100,2,5,67,Non-technology Related Job,412,MT,87,15,No,No,0.2,4414,735
10994,10994,53,14599,0.01,0.01,4251026574,5115,Yes,High School or below,Female,Yes,Married,100,2,5,67,Non-technology Related Job,412,MT,87,15,No,No,0.2,221,221
10995,10995,69,12628,0.03,0.02,4251020112,5116,Yes,Bachelor or equivalent,Male,Yes,Single,107,0,3,8,Technology Related Job,272,TX,90,125,No,No,0.41,4155,692
10996,10996,69,12628,0.03,0.02,4251020112,5116,Yes,Bachelor or equivalent,Male,Yes,Single,107,0,3,8,Technology Related Job,272,TX,90,125,No,No,0.41,4406,629
10997,10997,31,123528,0.01,0.03,4251060938,5117,Yes,Bachelor or equivalent,Female,Yes,Married,45,1,0,26,Non-technology Related Job,444,UT,287,140,No,No,0.87,3128,625
10998,10998,31,123528,0.01,0.03,4251060938,5117,Yes,Bachelor or equivalent,Female,Yes,Married,45,1,0,26,Non-technology Related Job,444,UT,287,140,No,No,0.87,75,75
10999,10999,47,121557,0.03,0.0,4251070864,5118,Yes,Master or equivalent,Female,Yes,Single,53,0,6,67,Technology Related Job,304,HI,290,0,No,No,0.08,7395,739
11000,11000,47,121557,0.03,0.0,4251070864,5118,Yes,Master or equivalent,Female,Yes,Single,53,0,6,67,Technology Related Job,304,HI,290,0,No,No,0.08,1598,799
11001,11001,78,232457,0.01,0.0,4251025639,5119,Yes,Master or equivalent,Male,Yes,Single,111,1,3,85,Non-technology Related Job,477,IL,487,15,No,No,0.54,4045,1011
11002,11002,78,232457,0.01,0.0,4251025639,5119,Yes,Master or equivalent,Male,Yes,Single,111,1,3,85,Non-technology Related Job,477,IL,487,15,No,No,0.54,3650,912
11003,11003,25,230486,0.03,0.02,4251068307,5120,Yes,High School or below,Male,Yes,Married,118,3,1,26,Technology Related Job,337,NJ,491,125,No,No,0.75,1333,333
11004,11004,25,230486,0.03,0.02,4251068307,5120,Yes,High School or below,Male,Yes,Married,118,3,1,26,Technology Related Job,337,NJ,491,125,No,No,0.75,3630,726
11005,11005,56,91387,0.01,0.02,4251055661,5121,Yes,High School or below,Female,Yes,Married,56,1,6,44,Non-technology Related Job,9,NY,187,140,Yes,No,0.2,1164,582
11006,11006,56,91387,0.01,0.02,4251055661,5121,Yes,High School or below,Female,Yes,Married,56,1,6,44,Non-technology Related Job,9,NY,187,140,Yes,No,0.2,2293,458
11007,11007,72,89416,0.03,0.0,4251047776,5122,Yes,High School or below,Male,No,Married,63,3,4,85,Technology Related Job,370,WI,191,0,No,No,0.42,2714,452
11008,11008,72,89416,0.03,0.0,4251047776,5122,Yes,High School or below,Male,No,Married,63,3,4,85,Technology Related Job,370,WI,191,0,No,No,0.42,2053,513
11009,11009,34,200316,0.02,0.0,4251013592,5123,Yes,High School or below,Female,Yes,Married,1,0,1,3,Non-technology Related Job,42,WY,388,15,No,No,0.87,3017,754
11010,11010,34,200316,0.02,0.0,4251013592,5123,Yes,High School or below,Female,Yes,Married,1,0,1,3,Non-technology Related Job,42,WY,388,15,No,No,0.87,3368,673
11011,11011,50,198345,0.04,0.02,4251023830,5124,Yes,Bachelor or equivalent,Female,Yes,Single,9,3,7,44,Technology Related Job,402,KY,391,125,No,No,0.08,8243,824
11012,11012,50,198345,0.04,0.02,4251023830,5124,Yes,Bachelor or equivalent,Female,Yes,Single,9,3,7,44,Technology Related Job,402,KY,391,125,No,No,0.08,3351,837
11013,11013,12,59245,0.02,0.02,4251020980,5125,Yes,Bachelor or equivalent,Male,Yes,Single,67,0,4,62,Non-technology Related Job,75,ME,88,140,No,Yes,0.54,1648,549
11014,11014,12,59245,0.02,0.02,4251020980,5125,Yes,Bachelor or equivalent,Male,Yes,Single,67,0,4,62,Non-technology Related Job,75,ME,88,140,No,Yes,0.54,7353,919
11015,11015,28,57274,0.04,0.0,4251065486,5126,Yes,Bachelor or equivalent,Male,Yes,Married,74,3,2,3,Technology Related Job,435,OK,91,0,No,No,0.75,3863,643
11016,11016,28,57274,0.04,0.0,4251065486,5126,Yes,Bachelor or equivalent,Male,Yes,Married,74,3,2,3,Technology Related Job,435,OK,91,0,No,No,0.75,3701,740
11017,11017,59,168175,0.02,0.0,4251035371,5127,Yes,Master or equivalent,Female,No,Single,12,0,0,21,Non-technology Related Job,107,PA,288,15,No,No,0.21,2393,478
11018,11018,59,168175,0.02,0.0,4251035371,5127,Yes,Master or equivalent,Female,No,Single,12,0,0,21,Non-technology Related Job,107,PA,288,15,No,No,0.21,3439,573
11019,11019,75,166204,0.04,0.02,4251087733,5128,Yes,PhD or equivalent,Male,Yes,Married,20,2,5,61,Technology Related Job,467,CA,292,125,No,No,0.42,1829,457
11020,11020,75,166204,0.04,0.02,4251087733,5128,Yes,PhD or equivalent,Male,Yes,Married,20,2,5,61,Technology Related Job,467,CA,292,125,No,No,0.42,3448,862
11021,11021,37,27104,0.02,0.02,4251100202,5129,Yes,High School or below,Female,Yes,Married,78,0,3,80,Non-technology Related Job,140,CO,489,140,No,No,0.87,5570,795
11022,11022,37,27104,0.02,0.02,4251100202,5129,Yes,High School or below,Female,Yes,Married,78,0,3,80,Non-technology Related Job,140,CO,489,140,No,No,0.87,2282,760
11023,11023,53,25133,0.04,0.0,4251098714,5130,Yes,High School or below,Female,Yes,Single,85,2,0,20,Technology Related Job,0,MN,492,0,No,No,0.08,1592,398
11024,11024,15,136033,0.03,0.0,4251042763,5131,Yes,High School or below,Male,Yes,Single,23,3,6,39,Non-technology Related Job,172,MO,189,15,No,No,0.54,3661,915
11025,11025,15,136033,0.03,0.0,4251042763,5131,Yes,High School or below,Male,Yes,Single,23,3,6,39,Non-technology Related Job,172,MO,189,15,No,No,0.54,2167,541
11026,11026,31,134062,0.05,0.02,4251095720,5132,Yes,High School or below,Male,Yes,Single,30,2,3,79,Technology Related Job,32,TN,192,125,No,Yes,0.75,4487,747
11027,11027,31,134062,0.05,0.02,4251095720,5132,Yes,High School or below,Male,Yes,Single,30,2,3,79,Technology Related Job,32,TN,192,125,No,Yes,0.75,1142,380
11028,11028,61,244963,0.03,0.02,4251056517,5133,No,Bachelor or equivalent,Female,Yes,Single,88,3,1,98,Non-technology Related Job,205,UT,389,140,No,No,0.21,4571,653
11029,11029,61,244963,0.03,0.02,4251056517,5133,No,Bachelor or equivalent,Female,Yes,Single,88,3,1,98,Non-technology Related Job,205,UT,389,140,No,No,0.21,1939,387
11030,11030,77,242992,0.05,0.0,4251010805,5134,Yes,Bachelor or equivalent,Male,Yes,Married,96,2,6,38,Technology Related Job,65,HI,393,0,No,No,0.42,2730,910
11031,11031,77,242992,0.05,0.0,4251010805,5134,Yes,Bachelor or equivalent,Male,Yes,Married,96,2,6,38,Technology Related Job,65,HI,393,0,No,No,0.42,2603,650
11032,11032,77,242992,0.05,0.0,4251010805,5134,Yes,Bachelor or equivalent,Male,Yes,Married,96,2,6,38,Technology Related Job,65,HI,393,0,No,No,0.42,952,952
11033,11033,40,103892,0.03,0.0,4251043023,5135,Yes,Bachelor or equivalent,Female,Yes,Married,34,3,4,57,Non-technology Related Job,237,ID,90,15,No,No,0.87,2765,691
11034,11034,40,103892,0.03,0.0,4251043023,5135,Yes,Bachelor or equivalent,Female,Yes,Married,34,3,4,57,Non-technology Related Job,237,ID,90,15,No,No,0.87,5667,708
11035,11035,40,103892,0.03,0.0,4251043023,5135,Yes,Bachelor or equivalent,Female,Yes,Married,34,3,4,57,Non-technology Related Job,237,ID,90,15,No,No,0.87,721,721
11036,11036,56,101921,0.05,0.02,4251039184,5136,Yes,Master or equivalent,Female,No,Single,41,1,1,97,Technology Related Job,97,NH,93,125,No,No,0.09,4445,889
11037,11037,56,101921,0.05,0.02,4251039184,5136,Yes,Master or equivalent,Female,No,Single,41,1,1,97,Technology Related Job,97,NH,93,125,No,No,0.09,1598,532
11038,11038,18,212822,0.03,0.02,4251023045,5137,Yes,PhD or equivalent,Male,Yes,Married,99,3,7,16,Non-technology Related Job,270,NM,290,140,No,No,0.54,916,916
11039,11039,18,212822,0.03,0.02,4251023045,5137,Yes,PhD or equivalent,Male,Yes,Married,99,3,7,16,Non-technology Related Job,270,NM,290,140,No,No,0.54,4874,812
11040,11040,34,210851,0.05,0.0,4251059631,5138,Yes,High School or below,Male,Yes,Single,107,1,4,56,Technology Related Job,130,WV,293,0,No,No,0.75,1403,701
11041,11041,34,210851,0.05,0.0,4251059631,5138,Yes,High School or below,Male,Yes,Single,107,1,4,56,Technology Related Job,130,WV,293,0,No,No,0.75,3148,524
11042,11042,36,15808,0.01,0.0,4251085037,5139,Yes,High School or below,Male,Yes,Married,77,2,6,25,Technology Related Job,306,SD,393,35,No,No,0.28,3380,845
11043,11043,36,15808,0.01,0.0,4251085037,5139,Yes,High School or below,Male,Yes,Married,77,2,6,25,Technology Related Job,306,SD,393,35,No,No,0.28,8660,866
11044,11044,66,126708,0.07,0.0,4251024011,5140,Yes,High School or below,Female,Yes,Married,15,3,4,44,Non-technology Related Job,479,TN,90,50,No,No,0.74,4245,849
11045,11045,66,126708,0.07,0.0,4251024011,5140,Yes,High School or below,Female,Yes,Married,15,3,4,44,Non-technology Related Job,479,TN,90,50,No,No,0.74,4004,572
11046,11046,14,124737,0.01,0.02,4251025886,5141,Yes,High School or below,Female,No,Single,23,2,2,84,Technology Related Job,339,FL,93,160,No,No,0.95,1217,608
11047,11047,14,124737,0.01,0.02,4251025886,5141,Yes,High School or below,Female,No,Single,23,2,2,84,Technology Related Job,339,FL,93,160,No,No,0.95,1540,770
11048,11048,45,235638,0.07,0.02,4251030987,5142,Yes,Bachelor or equivalent,Male,Yes,Single,81,3,7,3,Non-technology Related Job,11,HI,290,175,No,No,0.41,1981,330
11049,11049,45,235638,0.07,0.02,4251030987,5142,Yes,Bachelor or equivalent,Male,Yes,Single,81,3,7,3,Non-technology Related Job,11,HI,290,175,No,No,0.41,3949,987
11050,11050,45,235638,0.07,0.02,4251030987,5142,Yes,Bachelor or equivalent,Male,Yes,Single,81,3,7,3,Non-technology Related Job,11,HI,290,175,No,No,0.41,27,27
11051,11051,61,233667,0.02,0.0,4251031177,5143,Yes,Bachelor or equivalent,Female,Yes,Married,88,2,5,43,Technology Related Job,371,NV,293,35,No,Yes,0.62,2390,796
11052,11052,61,233667,0.02,0.0,4251031177,5143,Yes,Bachelor or equivalent,Female,Yes,Married,88,2,5,43,Technology Related Job,371,NV,293,35,No,Yes,0.62,4063,507
11053,11053,23,94567,0.0,0.0,4251027704,5144,Yes,Bachelor or equivalent,Male,Yes,Single,26,3,2,62,Non-technology Related Job,44,NJ,490,50,No,No,0.07,2730,546
11054,11054,23,94567,0.0,0.0,4251027704,5144,Yes,Bachelor or equivalent,Male,Yes,Single,26,3,2,62,Non-technology Related Job,44,NJ,490,50,No,No,0.07,4050,1012
11055,11055,39,92596,0.02,0.02,4251044760,5145,Yes,PhD or equivalent,Male,Yes,Married,34,1,0,2,Technology Related Job,404,WA,494,160,No,No,0.28,3413,853
11056,11056,39,92596,0.02,0.02,4251044760,5145,Yes,PhD or equivalent,Male,Yes,Married,34,1,0,2,Technology Related Job,404,WA,494,160,No,No,0.28,1435,478
11057,11057,39,92596,0.02,0.02,4251044760,5145,Yes,PhD or equivalent,Male,Yes,Married,34,1,0,2,Technology Related Job,404,WA,494,160,No,No,0.28,397,397
11058,11058,69,203497,0.0,0.02,4251081139,5146,Yes,High School or below,Female,No,Married,91,3,5,21,Non-technology Related Job,76,WV,190,175,No,No,0.74,6969,774
11059,11059,69,203497,0.0,0.02,4251081139,5146,Yes,High School or below,Female,No,Married,91,3,5,21,Non-technology Related Job,76,WV,190,175,No,No,0.74,6204,620
11060,11060,17,201525,0.02,0.0,4251023278,5147,Yes,High School or below,Female,No,Single,99,1,3,61,Technology Related Job,436,IA,194,35,No,No,0.95,1467,366
11061,11061,17,201525,0.02,0.0,4251023278,5147,Yes,High School or below,Female,No,Single,99,1,3,61,Technology Related Job,436,IA,194,35,No,No,0.95,2863,572
11062,11062,17,201525,0.02,0.0,4251023278,5147,Yes,High School or below,Female,No,Single,99,1,3,61,Technology Related Job,436,IA,194,35,No,No,0.95,1016,1016
11063,11063,47,62426,0.0,0.0,4251074562,5148,Yes,High School or below,Male,Yes,Single,37,2,0,80,Non-technology Related Job,109,KY,391,50,No,No,0.41,4993,713
11064,11064,47,62426,0.0,0.0,4251074562,5148,Yes,High School or below,Male,Yes,Single,37,2,0,80,Non-technology Related Job,109,KY,391,50,No,No,0.41,3420,684
11065,11065,63,60455,0.02,0.01,4251085477,5149,Yes,High School or below,Female,Yes,Single,44,1,6,20,Technology Related Job,469,ND,394,160,No,No,0.62,4426,737
11066,11066,63,60455,0.02,0.01,4251085477,5149,Yes,High School or below,Female,Yes,Single,44,1,6,20,Technology Related Job,469,ND,394,160,No,No,0.62,1662,831
11067,11067,26,171355,0.01,0.02,4251046659,5150,Yes,High School or below,Male,Yes,Single,102,2,3,39,Non-technology Related Job,141,OK,91,175,No,No,0.07,3774,943
11068,11068,26,171355,0.01,0.02,4251046659,5150,Yes,High School or below,Male,Yes,Single,102,2,3,39,Non-technology Related Job,141,OK,91,175,No,No,0.07,4427,737
11069,11069,26,171355,0.01,0.02,4251046659,5150,Yes,High School or below,Male,Yes,Single,102,2,3,39,Non-technology Related Job,141,OK,91,175,No,No,0.07,897,897
11070,11070,42,169384,0.03,0.03,4251048042,5151,Yes,Bachelor or equivalent,Male,Yes,Married,110,1,1,79,Technology Related Job,2,AZ,94,35,No,No,0.29,4527,565
11071,11071,42,169384,0.03,0.03,4251048042,5151,Yes,Bachelor or equivalent,Male,Yes,Married,110,1,1,79,Technology Related Job,2,AZ,94,35,No,No,0.29,7113,592
11072,11072,72,30285,0.01,0.0,4251022032,5152,Yes,Bachelor or equivalent,Female,Yes,Married,48,2,7,98,Non-technology Related Job,174,AR,291,50,No,No,0.74,7189,898
11073,11073,72,30285,0.01,0.0,4251022032,5152,Yes,Bachelor or equivalent,Female,Yes,Married,48,2,7,98,Non-technology Related Job,174,AR,291,50,No,No,0.74,2825,706
11074,11074,20,28314,0.03,0.01,4251023213,5153,Yes,Master or equivalent,Female,Yes,Single,55,0,4,38,Technology Related Job,34,MA,295,160,No,No,0.95,2578,644
11075,11075,20,28314,0.03,0.01,4251023213,5153,Yes,Master or equivalent,Female,Yes,Single,55,0,4,38,Technology Related Job,34,MA,295,160,No,No,0.95,1732,433
11076,11076,50,139214,0.01,0.02,4251025517,5154,Yes,PhD or equivalent,Male,Yes,Married,113,2,2,56,Non-technology Related Job,207,MN,492,175,No,No,0.41,1695,339
11077,11077,50,139214,0.01,0.02,4251025517,5154,Yes,PhD or equivalent,Male,Yes,Married,113,2,2,56,Non-technology Related Job,207,MN,492,175,No,No,0.41,4242,707
11078,11078,66,137243,0.03,0.03,4251065336,5155,Yes,High School or below,Female,No,Single,0,0,7,97,Technology Related Job,67,SC,495,35,No,No,0.62,5885,980
11079,11079,66,137243,0.03,0.03,4251065336,5155,Yes,High School or below,Female,No,Single,0,0,7,97,Technology Related Job,67,SC,495,35,No,No,0.62,2195,548
11080,11080,66,137243,0.03,0.03,4251065336,5155,Yes,High School or below,Female,No,Single,0,0,7,97,Technology Related Job,67,SC,495,35,No,No,0.62,42,42
11081,11081,29,248143,0.01,0.0,4251096210,5156,Yes,High School or below,Male,Yes,Single,58,1,5,15,Non-technology Related Job,239,TN,192,50,No,Yes,0.08,6493,1082
11082,11082,29,248143,0.01,0.0,4251096210,5156,Yes,High School or below,Male,Yes,Single,58,1,5,15,Non-technology Related Job,239,TN,192,50,No,Yes,0.08,4612,1153
11083,11083,44,246172,0.03,0.01,4251033208,5157,Yes,High School or below,Male,Yes,Married,66,0,2,56,Technology Related Job,99,FL,195,160,No,No,0.29,3111,777
11084,11084,44,246172,0.03,0.01,4251033208,5157,Yes,High School or below,Male,Yes,Married,66,0,2,56,Technology Related Job,99,FL,195,160,No,No,0.29,8048,670
11085,11085,75,107073,0.02,0.02,4251066549,5158,Yes,High School or below,Female,Yes,Married,4,1,0,74,Non-technology Related Job,272,GA,392,175,Yes,No,0.74,5316,664
11086,11086,75,107073,0.02,0.02,4251066549,5158,Yes,High School or below,Female,Yes,Married,4,1,0,74,Non-technology Related Job,272,GA,392,175,Yes,No,0.74,986,986
11087,11087,23,105102,0.04,0.03,4251086638,5159,Yes,Bachelor or equivalent,Male,Yes,Married,11,0,5,15,Technology Related Job,132,NE,396,35,No,No,0.95,3417,683
11088,11088,23,105102,0.04,0.03,4251086638,5159,Yes,Bachelor or equivalent,Male,Yes,Married,11,0,5,15,Technology Related Job,132,NE,396,35,No,No,0.95,37,37
11089,11089,53,216002,0.02,0.0,4251050665,5160,Yes,Bachelor or equivalent,Female,No,Married,69,1,3,33,Non-technology Related Job,304,NH,93,50,No,No,0.41,3626,906
11090,11090,53,216002,0.02,0.0,4251050665,5160,Yes,Bachelor or equivalent,Female,No,Married,69,1,3,33,Non-technology Related Job,304,NH,93,50,No,No,0.41,2959,493
11091,11091,69,214031,0.04,0.01,4251056459,5161,Yes,Master or equivalent,Female,No,Single,77,3,0,74,Technology Related Job,164,VA,96,160,No,No,0.62,3768,628
11092,11092,69,214031,0.04,0.01,4251056459,5161,Yes,Master or equivalent,Female,No,Single,77,3,0,74,Technology Related Job,164,VA,96,160,No,No,0.62,4427,885
11093,11093,31,74931,0.02,0.02,4251069587,5162,Yes,Master or equivalent,Male,Yes,Single,15,0,6,92,Non-technology Related Job,337,WV,293,175,No,No,0.08,5283,660
11094,11094,31,74931,0.02,0.02,4251069587,5162,Yes,Master or equivalent,Male,Yes,Single,15,0,6,92,Non-technology Related Job,337,WV,293,175,No,No,0.08,679,679
11095,11095,31,74931,0.02,0.02,4251069587,5162,Yes,Master or equivalent,Male,Yes,Single,15,0,6,92,Non-technology Related Job,337,WV,293,175,No,No,0.08,835,835
11096,11096,47,72960,0.04,0.03,4251052367,5163,No,High School or below,Male,Yes,Married,22,3,3,33,Non-technology Related Job,197,IA,296,35,No,No,0.29,6221,888
